,SMILES,LogS (Format),cLogS,SD,Reference,Overlapping
14766,CCOC(=O)CNC(=O)COC(=O)c1ccccc1OC(C)=O,-1.874,-2.0126263846720787,0.0023094010767585054,EPI Suite 2009,Overlap
14769,CN(C)C(=O)COC(=O)c1ccccc1OC(C)=O,-1.549,-1.3148107893727965,0.0005773502691896904,EPI Suite 2009,Overlap
14772,CCCC(=O)OCOC(=O)c1ccccc1OC(C)=O,-2.904,-3.076656769218761,0.0,EPI Suite 2009,New
14775,COc1ccc(cc1)C(=O)c1coc(c1)S(N)(=O)=O,-4.148,-2.8336387112631773,5.7735026919340816e-05,EPI Suite 2009,Overlap
14778,Cc1ccc(cc1)S(=O)(=O)c1csc(c1)S(N)(=O)=O,-4.024,-2.795645497127019,0.0,EPI Suite 2009,New
14780,Cc1ccc(cc1)S(=O)(=O)c1coc(c1)S(N)(=O)=O,-3.78,-2.623914958038314,5.7735026919084416e-05,EPI Suite 2009,New
14783,NS(=O)(=O)c1ccc(SCCCCO)s1,-1.459,-1.815954913746803,0.0,EPI Suite 2009,New
14785,NS(=O)(=O)c1ccc(s1)S(=O)(=O)CCCCO,-1.481,-1.850947147911007,0.0,EPI Suite 2009,New
14787,NS(=O)(=O)c1ccc(SCCCCO)cc1,-2.514,-1.5177470720277595,5.7735026919084416e-05,EPI Suite 2009,Overlap
14790,NS(=O)(=O)c1ccc(cc1)S(=O)(=O)CCCCO,-2.145,-1.3654132795451597,0.00011547005383791244,EPI Suite 2009,New
14793,Nc1cc(ccc1S(=O)(=O)CCO)S(N)(=O)=O,-1.327,-1.853332087261253,0.0,EPI Suite 2009,New
14795,NS(=O)(=O)c1ccc(CCCO)cc1,-1.032,-1.0343610232859215,0.0,EPI Suite 2009,Overlap
14798,CC(=O)OCCCc1ccc(cc1)S(N)(=O)=O,-2.206,-1.8519328678740905,0.0,EPI Suite 2009,New
14800,NS(=O)(=O)c1ccc(CCCCO)cc1,-1.193,-1.246725065325712,5.773502691895622e-05,EPI Suite 2009,Overlap
14803,NS(=O)(=O)c1ccc(CCCCCO)cc1,-1.971,-1.4307854909209694,0.00011547005383791244,EPI Suite 2009,Overlap
14806,CC(=O)OCCCCCc1ccc(cc1)S(N)(=O)=O,-2.376,-2.1442606076134334,0.0,EPI Suite 2009,New
14808,[O-]C(=O)c1c(Cl)cccc1Cl,-1.1309,-1.637833955950855,0.0,EPI Suite 2009,Overlap
14810,S=C1N=CNc2nc[nH]c12,-0.3468,-2.419826504380913,0.0,EPI Suite 2009,New
14812,COC1C(CC2C[NH+]3CCc4c([nH]c5cc(OC)ccc45)C3CC2C1C(=O)OC)OC(=O)c1cc(OC)c(OC)c(OC)c1,-3.9208,-3.707932110028303,1.0245666710045438,EPI Suite 2009,New
14816,[NH3+]CCc1c[nH]c2ccc(O)cc12,-0.945,-1.334792884506227,0.6303213262393589,EPI Suite 2009,Overlap
14821,[O-]C(=O)c1cc(Cl)c(Cl)cc1Cl,-2.4446,-2.8905827627259946,0.002640075756488969,EPI Suite 2009,Overlap
14825,CCCCOCCOCCOCc1cc2OCOc2cc1CCC,-4.3742,-3.253927023064971,0.00011547005383816883,EPI Suite 2009,Overlap
14829,c1nc2ccccc2[nH]1,-1.7701,-1.021544052769136,0.0005354126134736853,EPI Suite 2009,Overlap
14833,BrC1=CNC(=O)NC1=O,-2.3698,-2.104913299671164,0.0,EPI Suite 2009,Overlap
14835,CN(CCCl)CCCl,-1.1141,-1.197009352083752,5.773502691895622e-05,EPI Suite 2009,Overlap
14838,S=P(N1CC1)(N1CC1)N1CC1,0.0018,0.5948704074250943,0.00011547005383792521,EPI Suite 2009,Overlap
14841,Oc1ccccc1C(=O)O[Na],-0.1075,-3.1509681400450966,-1.0,EPI Suite 2009,New
14842,NC(Nc1ccc(Cl)cc1)=NC(N)=[NH+]CCCCCC[NH+]=C(N)N=C(N)Nc1ccc(Cl)cc1,-2.8006,-2.910460125972228,-1.0,EPI Suite 2009,Overlap
14843,CN(C)c1ccc(cc1)N=Nc1cccc(C)c1,-5.7769,-5.158826626032457,5.773502691882802e-05,EPI Suite 2009,Overlap
14846,CC(C)OP(F)(=O)OC(C)C,-1.0777,-0.2388483217026493,0.6626182314138156,EPI Suite 2009,Overlap
14850,CCCC[Sn](CCCC)(CCCC)OC(C)=O,-3.73,-4.234491882370028,-1.0,EPI Suite 2009,New
14851,Nc1ncnc2n(cnc12)C1OC(COP([O-])(=O)OP([O-])(=O)OP(O)([O-])=O)C(O)C1O,0.2948,-0.2566753826159371,-1.0,EPI Suite 2009,Overlap
14852,[NH3+]CCCCC([NH3+])C([O-])=O,0.8351,0.4605346274289141,5.773502691895622e-05,EPI Suite 2009,Overlap
14855,OCC(O)COP([O-])([O-])=O,0.7643,-0.0015526967404437,0.0,EPI Suite 2009,Overlap
14857,[Cl-].Cc1ncc(CO)c(CO)c1O,0.0293,-0.0928694203357398,-1.0,EPI Suite 2009,New
14858,OCC1OC(OP([O-])([O-])=O)C(O)C(O)C1O,0.5848,0.2220882400282775,-1.0,EPI Suite 2009,Overlap
14859,[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,-2.4658,-0.1787077231798441,0.00011547005383791244,EPI Suite 2009,New
14862,OCCS,1.1072,0.648080596192115,0.0,EPI Suite 2009,Overlap
14864,Nc1ncnc2n(cnc12)C1OC(COP([O-])([O-])=O)C(O)C1O,-1.5406,-0.934076900249522,1.0819383998073744,EPI Suite 2009,Overlap
14867,[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C,-0.8655,-1.2551144725509045,-1.0,EPI Suite 2009,New
14868,CC(C)([NH3+])C([O-])=O,0.2453,0.3213525627236699,0.06243634091349898,EPI Suite 2009,Overlap
14872,CC=C(C)C(=O)OC1CCC2(C)C3CCC4C5(O)CC(O)C6(O)C(C[NH+]7CC(C)CCC7C6(C)O)C5(O)CC24OC13O,-3.0163,-2.959976471579977,0.00017320508075699683,EPI Suite 2009,Overlap
14875,[Na+].[O-]C(=O)CF,1.0452,0.1895197666125598,-1.0,EPI Suite 2009,New
14876,CNC(=O)Oc1cccc(c1)C(C)C,-3.3567,-2.5102701587784595,0.00017320508075699683,EPI Suite 2009,Overlap
14879,[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.119,-1.0434747759628658,-1.0,EPI Suite 2009,New
14880,COc1cc2CCC(NC(C)=O)C3=CC(=O)C(OC)=CC=C3c2c(OC)c1OC,-0.9482,-2.7371045420485927,0.003645819523783404,EPI Suite 2009,Overlap
14885,[Cl-].Cc1ncc(CO)c(C=O)c1O,0.3901,-0.7218803742608957,-1.0,EPI Suite 2009,New
14886,Cc1ncc(CO)c(C=O)c1O,0.4758,-0.6028510814204564,-1.0,EPI Suite 2009,Overlap
14887,CC(=O)NN=Cc1ccc(o1)[N+]([O-])=O,-2.5958,-2.818708525417406,0.0,EPI Suite 2009,Overlap
14889,CN1C(=O)C23CC4=CC=CC(O)C4N2C(=O)C1(CO)SS3,-3.6687,-3.2304994085945253,0.0006164414002969258,EPI Suite 2009,Overlap
14893,CC(CNC(=O)CCC1(C)C(CC(N)=O)C2N=C1C(C)=C1[NH+]=C(C=C3[NH+]=C(C(C)=C4C(CCC(N)=O)C(C)(CC(N)=O)C2(C)N4[Co]C#N)C(C)(CC(N)=O)C3CCC(N)=O)C(C)(C)C1CCC(N)=O)OP([O-])(=O)OC1C(CO)OC(C1O)n1cnc2cc(C)c(C)cc12,-2.0355,-1.7574821237186258,-1.0,EPI Suite 2009,New
14894,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c([O-])c(Cl)cc(Cl)c1Cl,-3.4634,-5.230948676129408,0.001644181660685176,EPI Suite 2009,Overlap
14898,[O-][N+](=O)c1ccc(F)c(c1)[N+]([O-])=O,-2.6677,-2.560408097670297,0.0011090536506409064,EPI Suite 2009,Overlap
14902,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCC[NH3+],-1.6695,-1.1542166278701254,0.0002886751345947811,EPI Suite 2009,Overlap
14905,CC(O)C(=O)O[Na],0.9505,-0.1495464630311973,-1.0,EPI Suite 2009,New
14906,Nc1[n-]cnc2ncnc12,-2.1179,-1.9782733637252576,-1.0,EPI Suite 2009,New
14907,CN=O,0.5768,1.1872079888661815,-1.0,EPI Suite 2009,New
14908,IC(I)I,-3.5952,-3.4742241319469325,0.0027712812921101546,EPI Suite 2009,Overlap
14911,C[As](C)([O-])=O,1.1612,-0.3143261896580296,-1.0,EPI Suite 2009,New
14912,CC(F)(F)Cl,-1.856,-2.231207072423564,0.0,EPI Suite 2009,Overlap
14914,FC(F)(F)F,-3.6703,-3.171618031938684,0.0002121320343560979,EPI Suite 2009,Overlap
14916,CS([O-])(=O)=O,1.0173,0.7150969109609728,0.0002121320343560979,EPI Suite 2009,Overlap
14918,CC(C)(O)C#N,1.07,1.5545254775996789,0.0,EPI Suite 2009,Overlap
14920,FC(F)(F)CCl,-1.1098,-1.6044371094781922,0.00011547005383804064,EPI Suite 2009,Overlap
14923,[O-]C(=O)C(Br)(Br)Br,-0.1713,0.2577107550527469,0.00017320508075688467,EPI Suite 2009,Overlap
14926,[O-]C(=O)C(F)(F)Cl,0.8845,0.983289971453618,0.00035355339059323483,EPI Suite 2009,Overlap
14928,[O-]C(=O)C(F)(F)F,0.943,1.0144781895634365,0.0015000000000000013,EPI Suite 2009,Overlap
14932,FC(F)(Cl)C(Cl)(Cl)Cl,-3.3093,-3.1787069910332955,0.0005131601439446607,EPI Suite 2009,Overlap
14935,FC(F)(F)C(F)(F)F,-4.2489,-3.0038902667334253,7.071067811848996e-05,EPI Suite 2009,New
14937,CC(C)(CO)[N+]([O-])=O,1.4681,0.9604605157130366,-1.0,EPI Suite 2009,Overlap
14938,CC(Cl)C(Cl)(Cl)C(O)O,-0.8666,-0.4027592735341914,0.00028284271247458785,EPI Suite 2009,Overlap
14940,Cc1cc(ccc1N)C(O)(c1ccc(N)cc1)c1ccc(N)cc1,-3.0272,-3.257553903606681,0.00014142135623729392,EPI Suite 2009,Overlap
14942,O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,-5.9626,-3.807499377050841,-1.0,EPI Suite 2009,New
14943,CC(CO)(CO)[N+]([O-])=O,0.7724,1.1815910478692366,0.00028284271247458785,EPI Suite 2009,Overlap
14945,CCOP(=O)(C#N)N(C)C,-0.2186,0.6051492143118562,0.0002309401076758569,EPI Suite 2009,Overlap
14948,COC(N)(OC)OC,0.6571,0.6037925953970977,-1.0,EPI Suite 2009,New
14949,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,-4.9058,-4.364909518272043,-1.0,EPI Suite 2009,New
14950,[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,-3.8664,-3.0078156082461134,0.00028284271247458785,EPI Suite 2009,Overlap
14952,Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,-6.0892,-6.144104093886799,0.0001414213562369799,EPI Suite 2009,Overlap
14954,CCCCOP(=O)(CCCC)OCCCC,-2.6995,-2.437740999328289,0.0003535533905933918,EPI Suite 2009,Overlap
14956,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,-2.559,-2.2651277672859207,0.0,EPI Suite 2009,Overlap
14959,COP(=S)(OC)SCc1nc(N)nc(N)n1,-3.069,-2.286872182123321,0.0005773502691895622,EPI Suite 2009,Overlap
14962,CC(C)(N=NC(C)(C)C#N)C#N,-2.6713,-2.2638883683807136,0.00017320508075699683,EPI Suite 2009,Overlap
14965,BrCC(Br)Br,-2.7272,-2.4788457828885546,0.00011547005383791244,EPI Suite 2009,Overlap
14968,CC(=O)CCl,-0.012,0.1287819369508223,0.0,EPI Suite 2009,Overlap
14971,CC(O)C[NH3+],1.1243,1.2526450628967494,0.0,EPI Suite 2009,Overlap
14973,CCC(Cl)Cl,-1.6217,-1.4425135383947496,0.00017320508075699683,EPI Suite 2009,Overlap
14976,[O-]C(=O)CBr,1.1002,0.9889767222569548,0.0,EPI Suite 2009,Overlap
14978,[O-]C(=O)C=C,1.1423,0.3794376197425286,0.0,EPI Suite 2009,New
14980,NNC(N)=S,-0.9588,0.1637451065991761,0.0006928203230275387,EPI Suite 2009,Overlap
14983,CC(=O)OO,1.1189,0.2643751179873228,5.773502691895622e-05,EPI Suite 2009,New
14986,CC(C)(CO)C(O)C(=O)NCCC([O-])=O,0.6591,0.2938879007437442,0.0,EPI Suite 2009,Overlap
14988,CC(C)(OO)c1ccccc1,-1.0394,-1.682363405229789,0.00041231056256180144,EPI Suite 2009,New
14992,COS(=O)(=O)c1ccccc1,-1.7419,-1.917515745456984,5.773502691895622e-05,EPI Suite 2009,Overlap
14995,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,-5.7692,-5.759564196106398,0.00011547005383765604,EPI Suite 2009,Overlap
14998,CC(C)(CO)C(O)C(=O)NCCCO,0.6877,0.8515519957488271,0.0,EPI Suite 2009,Overlap
15000,CC(=O)c1c(C)c(c(c(c1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,-5.1901,-4.5321387720621225,0.0,EPI Suite 2009,Overlap
15002,Oc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O,-4.6024,-4.791316335806111,0.0002309401076758249,EPI Suite 2009,Overlap
15005,Cc1ccc2C(=O)c3ccccc3C(=O)c2c1N,-5.8541,-5.299652794130749,5.773502691882802e-05,EPI Suite 2009,Overlap
15008,[O-]S(=O)(=O)c1cccc2C(=O)c3cccc(c3C(=O)c12)S([O-])(=O)=O,1.2572,-0.091668087013939,0.0,EPI Suite 2009,Overlap
15010,O=C(C(c1ccccc1)c1ccccc1)[C-]1C(=O)c2ccccc2C1=O,-6.0548,-5.600949170099104,0.0,EPI Suite 2009,New
15012,CN1C=CC(=O)c2ccccc12,-0.9818,-1.2208308491478386,0.0,EPI Suite 2009,Overlap
15014,OP(O)(=O)OC1C(OP(O)(O)=O)C(OP([O-])([O-])=O)C(OP([O-])([O-])=O)C(OP([O-])([O-])=O)C1OP([O-])([O-])=O,0.1804,0.0351406017710389,0.0,EPI Suite 2009,New
15016,O=C1C(=O)c2ccccc2-c2ccccc12,-4.4435,-4.215458266141548,0.0002886751345951657,EPI Suite 2009,Overlap
15019,Oc1ccc2C(=O)c3cc(O)ccc3C(=O)c2c1,-5.8892,-4.422911710501032,0.00011547005383765604,EPI Suite 2009,New
15022,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,-4.917,-5.286655527421078,0.0015000000000000568,EPI Suite 2009,Overlap
15026,O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,-6.5891,-5.365196506763206,5.773502691882802e-05,EPI Suite 2009,Overlap
15029,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,-9.3076,-7.370148438099904,1.5888666778556346,EPI Suite 2009,Overlap
15033,[Br-].[Br-].C1C[n+]2ccccc2-c2cccc[n+]12,0.3133,-0.1478385963504216,-1.0,EPI Suite 2009,New
15034,CN1c2nc(Cl)[n-]c2C(=O)N(C)C1=O,-1.5075,-2.0566315045882435,0.001190238071423786,EPI Suite 2009,Overlap
15038,Nc1ccc(c2cc(ccc12)S([O-])(=O)=O)S([O-])(=O)=O,-0.2592,-1.1399743279992196,0.0,EPI Suite 2009,Overlap
15040,Nc1ccc(c2ccc(cc12)S([O-])(=O)=O)S([O-])(=O)=O,-1.643,-1.1837538715429596,0.0,EPI Suite 2009,Overlap
15042,COc1cc(C=O)cc(OC)c1OC,-2.1195,-1.84011116807146,0.0002886751345949093,EPI Suite 2009,Overlap
15045,Cc1ccc2C(=O)NC(=O)Nc2c1,-3.1354,-3.218191685499069,-1.0,EPI Suite 2009,New
15046,Cc1cccc(Cl)c1O,-0.7739,-1.2692146792332102,5.773502691895622e-05,EPI Suite 2009,Overlap
15049,ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O,-1.2871,-2.66034312014191,5.773502691895622e-05,EPI Suite 2009,Overlap
15052,CC(=O)c1cccs1,-0.9549,-0.7762705961135152,7.071067811864696e-05,EPI Suite 2009,Overlap
15054,[O-]c1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,-1.6172,-2.20626243451767,0.00011547005383791244,EPI Suite 2009,Overlap
15057,[O-]C(=O)c1ccccc1Br,-2.0347,-2.001642608677465,0.007773673520286236,EPI Suite 2009,Overlap
15061,[O-]C(=O)Cc1ccccc1C([O-])=O,-1.0515,-1.149869180950828,0.0002886751345947811,EPI Suite 2009,Overlap
15064,Nc1ccc(Cl)cc1[N+]([O-])=O,-2.538,-2.752645211559288,0.0,EPI Suite 2009,Overlap
15067,[O-]c1ccc(Cl)cc1[N+]([O-])=O,-3.0902,-2.8350708816004166,0.00011547005383791244,EPI Suite 2009,Overlap
15071,CC(C)c1cc(Cl)c(C)cc1O,-2.2664,-2.864216213810338,0.0002309401076758249,EPI Suite 2009,Overlap
15074,Oc1ccc(C([O-])=O)c(O)c1,-1.426,-1.80789607244538,0.008000000000000007,EPI Suite 2009,Overlap
15078,COc1ccccc1N,-0.9901,-0.960751254755909,0.025033377718558097,EPI Suite 2009,Overlap
15082,COC(=CC([O-])=O)C(=O)C(C)=C,-0.9299,-0.6406669710902317,5.773502691902032e-05,EPI Suite 2009,Overlap
15085,OCC1OC(=O)C(O)C(O)C1O,0.5201,0.2233854931234278,5.773502691895622e-05,EPI Suite 2009,Overlap
15088,CN(C)c1ccc(cc1)C(=O)c1ccc(cc1)N(C)C,-2.8267,-4.264483027205286,0.0016062378404208624,EPI Suite 2009,Overlap
15092,c1ccc2nccnc2c1,0.7051,-1.0589438320181366,0.002467117075995117,EPI Suite 2009,Overlap
15096,Oc1ccc(cc1O)-c1ccccc1,-2.0659,-2.5352055207750395,0.0,EPI Suite 2009,Overlap
15098,[Cl-].Cc1cc2N=C3C=CC(C=C3Sc2cc1N)=[N+](C)C,-0.9034,-1.406300800696163,-1.0,EPI Suite 2009,New
15099,CCN(CCO)c1ccccc1,-1.9171,-1.5817061845076554,5.773502691895622e-05,EPI Suite 2009,Overlap
15102,Nc1ccc2cc3ccc(N)cc3[nH+]c2c1,0.3783,-1.2323138751948548,1.2105591862165739,EPI Suite 2009,Overlap
15105,[O-][N+](=O)c1ccc(cc1)-c1ccccc1,-5.2094,-4.713483348831167,0.0002309401076758249,EPI Suite 2009,Overlap
15108,COc1ccc(CC=C)cc1OC,-2.552,-2.6272255987828625,0.0,EPI Suite 2009,Overlap
15111,[O-]C(=O)CCCOc1cc(Cl)c(Cl)cc1Cl,-3.8294,-3.644164562253348,0.00041231056256172067,EPI Suite 2009,Overlap
15115,CC(=O)CC(=O)c1ccccc1,-2.6268,-1.4464406148460318,0.00011547005383791244,EPI Suite 2009,New
15118,O=C(OC(=O)c1ccccc1)c1ccccc1,-4.3546,-3.90186471413018,0.00023094010767633766,EPI Suite 2009,Overlap
15121,CC(C)OC(=O)COc1ccc(Cl)cc1Cl,-3.848,-4.224606099196415,0.0,EPI Suite 2009,Overlap
15123,CCCCOC(=O)COc1ccc(Cl)cc1Cl,-3.78,-4.612398199492688,0.0,EPI Suite 2009,Overlap
15126,Clc1ccc(OCCOC(=O)c2ccccc2)c(Cl)c1,-3.8118,-5.509198746210556,0.0,EPI Suite 2009,Overlap
15128,CCC(CC)OC(=O)CCOCCOCCOC(=O)C(CC)CC,-3.2386,-3.246754065458239,-1.0,EPI Suite 2009,New
15129,CC(NO)=C(C)N=O,-2.2868,-0.2842148015538885,-1.0,EPI Suite 2009,New
15130,CCOC(=O)C(=O)OCC,-0.6085,0.1326923854757788,0.0002886751345948452,EPI Suite 2009,Overlap
15133,OCC(Br)CBr,-0.6222,-0.4326573844345533,0.00011547005383791244,EPI Suite 2009,Overlap
15136,CCC([NH3+])CO,1.0499,0.8559423179822865,0.0,EPI Suite 2009,Overlap
15138,OCC(O)CCl,0.9565,0.4564400349264681,0.0002886751345948452,EPI Suite 2009,Overlap
15141,CCC(C)=NO,0.0599,0.2524513831822399,7.071067811865187e-05,EPI Suite 2009,Overlap
15143,COC(=O)CCl,-0.3728,-0.2518651021770988,0.00011547005383791244,EPI Suite 2009,Overlap
15146,O=C1OCCO1,1.0552,0.5388485874793902,0.0,EPI Suite 2009,New
15148,CC(C)[NH+](CCO)C(C)C,-1.0829,0.5081215538385679,5.773502691895622e-05,EPI Suite 2009,Overlap
15151,CC(C)C(NC(C)=O)C([O-])=O,-0.3599,-0.3427942988943946,0.11004210860696313,EPI Suite 2009,Overlap
15157,Nc1cc(cc(c1[O-])[N+]([O-])=O)[N+]([O-])=O,-2.4862,-2.6095667066699124,0.16029580988493333,EPI Suite 2009,New
15161,COc1ccc(N)c(c1)[N+]([O-])=O,-3.1465,-2.4979212094193866,0.00028867513459465287,EPI Suite 2009,New
15164,[O-]c1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1[O-],-4.9495,-4.182295035162715,0.00028867513459465287,EPI Suite 2009,New
15167,CCCC(C)C([O-])=O,-0.889,-0.7857869919651188,0.0,EPI Suite 2009,Overlap
15170,CCOC(=O)C(C)O,0.9276,0.8814195992141127,0.00023094010767588897,EPI Suite 2009,Overlap
15173,CC(C)COC(=O)C(C)C,-2.159,-1.872704445955788,0.060835159789932994,EPI Suite 2009,Overlap
15177,OCC1CCCO1,0.9908,1.432022184945109,0.00011547005383791244,EPI Suite 2009,Overlap
15180,COc1ccc(cc1N)S([O-])(=O)=O,-0.8997,-1.0590925214089153,0.00017320508075686865,EPI Suite 2009,New
15183,Nc1cc(ccc1C([O-])=O)S([O-])(=O)=O,-1.3157,-1.057373386216084,0.00017320508075686865,EPI Suite 2009,Overlap
15186,ClS(=O)(=O)c1ccc(I)cc1,-4.2686,-3.4417272548090296,0.0002309401076758249,EPI Suite 2009,Overlap
15189,[O-]C(=O)c1ccccn1,0.892,-0.1440034544670054,0.0010000000000000009,EPI Suite 2009,Overlap
15193,OCc1ccccc1OC1OC(COC(=O)c2ccccc2)C(O)C(O)C1O,-2.8925,-2.4817278422675835,0.0,EPI Suite 2009,Overlap
15195,Nc1cc(ccc1O)[N+]([O-])=O,-2.2217,-1.9874041565911635,0.00017320508075699683,EPI Suite 2009,Overlap
15198,[O-]C(=O)c1ccc(cc1)C([O-])=O,-4.0444,-2.689119876671888,0.07286691064308054,EPI Suite 2009,Overlap
15202,CC[NH+](CC)CCO,0.9311,0.36033062076481,5.773502691895622e-05,EPI Suite 2009,Overlap
15205,N#Cc1ccncc1,-0.4154,0.1569675088605318,0.0023741665204165146,EPI Suite 2009,Overlap
15209,N#Cc1cccnc1,0.1128,0.0663398135511554,0.0014364307617610156,EPI Suite 2009,Overlap
15213,ON=C1CCCCC1,-0.7984,-1.093715849224186,0.00028284271247458785,EPI Suite 2009,Overlap
15215,OCC1CCCCO1,0.9349,1.1124911577371726,7.071067811872547e-05,EPI Suite 2009,Overlap
15217,CC[NH+]1CCOCC1,0.9386,0.50353087196393,0.0002309401076758249,EPI Suite 2009,Overlap
15220,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,-4.2838,-4.0549433964859,0.00011547005383765604,EPI Suite 2009,Overlap
15223,[NH2+]=C(Nc1ccccc1)Nc1ccccc1,-2.3248,-2.147710696194666,0.00011547005383791244,EPI Suite 2009,New
15226,CCN(CC)C[NH+](CC)CC,-0.1995,-0.2644850111537948,0.0,EPI Suite 2009,Overlap
15228,CC(O)CN(CC[NH+](CC(C)O)CC(C)O)CC(C)O,0.534,0.704155460597006,0.0,EPI Suite 2009,Overlap
15230,OCC[NH+](CCO)CCO,0.8263,0.7208699620761481,0.0,EPI Suite 2009,Overlap
15232,CCCC[NH+](CCO)CCCC,-1.6367,-1.3433008859497573,0.00017320508075686865,EPI Suite 2009,Overlap
15235,CCCCC(CC)COC(=O)C=C,-3.2655,-4.340811118137329,0.00028867513459465287,EPI Suite 2009,New
15238,CC(=O)Nc1ccc(C)cc1,-2.0946,-1.7687972901622813,0.06736693056191094,EPI Suite 2009,Overlap
15242,CC(=O)Nc1ccc(C=NNC(N)=S)cc1,-3.429,-3.101276423924084,0.000500000000000167,EPI Suite 2009,Overlap
15246,Cc1ccc(cc1)S([O-])(=O)=O,0.5564,-0.5266211089958222,0.0,EPI Suite 2009,Overlap
15248,OCC1CCC(CO)O1,0.8789,1.495428178388143,0.0,EPI Suite 2009,Overlap
15250,COc1ccc(N)cc1,-0.7683,-0.9973377772446236,0.0009110433579144392,EPI Suite 2009,Overlap
15254,COc1ccc(CO)cc1,-1.8394,-1.1099405826915574,0.0002309401076758249,EPI Suite 2009,New
15257,CCOC(=O)CCl,-0.8005,-0.369455048733788,0.0002886751345948452,EPI Suite 2009,Overlap
15260,C[NH+](CCO)CCO,0.9239,0.8025482600795337,0.0,EPI Suite 2009,Overlap
15262,CCCC(=O)OCCOC(=O)CCC,-2.6069,-2.6071584573031124,-1.0,EPI Suite 2009,Overlap
15263,CCCCOC(=O)C=CC(=O)OCCCC,-2.6595,-3.002781366130176,0.0002886751345949093,EPI Suite 2009,New
15266,COCCOC(=O)CCCCC(=O)OCCOC,-1.2665,-0.8854003636924692,0.0,EPI Suite 2009,Overlap
15268,COC(=O)CCC(=O)OC,-0.7668,-0.2888538555778375,0.2558816393048421,EPI Suite 2009,New
15271,[NH3+]CC[NH3+],1.2211,1.0131545516595717,0.0,EPI Suite 2009,New
15273,O=CC=O,1.2363,1.2926326147129927,0.00017320508075686865,EPI Suite 2009,Overlap
15276,OCCS([O-])(=O)=O,0.8992,0.4847069599963816,0.0,EPI Suite 2009,Overlap
15278,CC(O)CC(C)(C)O,0.9275,1.0748087037406375,0.0,EPI Suite 2009,Overlap
15280,CC(C)OP(C)(F)=O,0.8536,0.4195397805716272,0.0002309401076758249,EPI Suite 2009,Overlap
15283,C[Si](C)(C)O[Si](C)(C)C,-5.242,-5.361479271993734,0.0,EPI Suite 2009,Overlap
15286,CCOP(=O)(OCC)OP(=O)(OCC)OCC,0.5373,0.4807992598889998,0.0,EPI Suite 2009,Overlap
15288,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-6.8424,-6.679007993274178,0.0002309401076758249,EPI Suite 2009,Overlap
15291,CCCCOP([O-])(=O)OCCCC,-1.0874,-0.6176765955006647,0.0002309401076758249,EPI Suite 2009,Overlap
15294,COC(C)(C)CC(C)=O,0.3326,0.2370800333717415,0.00023094010767585693,EPI Suite 2009,Overlap
15297,CC(O)CCO,1.0452,1.3450592296295314,0.00011547005383791244,EPI Suite 2009,Overlap
15300,CC(O)CC=O,1.055,0.6041806719586131,0.0,EPI Suite 2009,Overlap
15302,COCC(C)O,1.0452,1.0805149683087532,0.0,EPI Suite 2009,Overlap
15304,C[NH+](C)CCO,1.0499,0.7006803614158454,0.0,EPI Suite 2009,Overlap
15306,CCOP(=O)(OCC)Oc1cc(C)[nH]n1,-2.3696,-0.5232141705705087,0.0,EPI Suite 2009,Overlap
15308,CC1OC(C)OC(C)OC(C)O1,-2.8997,-1.632447057504893,0.01510066223713388,EPI Suite 2009,Overlap
15312,Nc1nc(N)[nH+]c(N)n1,-1.5916,-1.5619094701396234,0.0010583005244258036,EPI Suite 2009,Overlap
15315,Oc1nc(O)nc(O)n1,-1.8098,-0.576171367499799,0.19993335556296427,EPI Suite 2009,New
15319,CCOCCOC(=O)CCCCC(=O)OCCOCC,-2.065,-1.6968635753796202,0.0,EPI Suite 2009,Overlap
15321,C[NH+](C)CCCCl,-0.1985,0.1626009403629238,0.0,EPI Suite 2009,New
